0.001	-0.08887846303037675
0.011	-61.092513090366594
0.021	-233.2406704237718
0.031	-411.4438886351579
0.041	-563.4882072820028
0.051000000000000004	-745.0665903561662
0.061	-972.002345364656
0.07100000000000001	-1173.8806449918281
0.081	-1273.8797686331488
0.091	-1302.5980550059985
0.101	-1361.0325829939775
0.111	-1506.203078305558
0.121	-1682.158779581655
0.131	-1791.3682227879692
0.14100000000000001	-1799.1869091384065
0.151	-1765.840747839177
0.161	-1784.5598394003757
0.171	-1877.1230925158397
0.181	-1992.563349527374
0.191	-2056.9451918108725
0.201	-2049.1859193469218
0.211	-2015.2304315825306
0.221	-2011.8759905246782
0.231	-2058.4450389066224
0.241	-2124.071375820864
0.251	-2164.003657003549
0.261	-2161.933393549068
0.271	-2139.8628543454006
0.281	-2130.2144996611223
0.291	-2147.438017203957
